Order ID,Date,Customer Segment,Product Category,Product Name,Region,Sales,Profit,Quantity
ORD-110957,2022-08-07,Consumer,Clothing,Rain Jacket,West,179.16,74.32,3
ORD-112577,2022-08-07,Consumer,Technology,Business Laptop,West,2189.98,607.43,2
ORD-106549,2022-08-07,Corporate,Health & Beauty,Vitamin Supplements,East,381.34,88.47,2
ORD-100787,2022-08-07,Consumer,Health & Beauty,Vitamin Supplements,South,290.52,114.6,5
ORD-114934,2022-08-07,Consumer,Furniture,Sofa - 3 Seater,North,1782.74,-91.1,5
ORD-111101,2022-08-07,Home Office,Office Supplies,Sticky Notes Pack,East,344.12,31.41,3
ORD-102393,2022-08-07,Home Office,Office Supplies,Ballpoint Pen Box,South,416.36,59.5,3
ORD-100943,2022-08-08,Consumer,Technology,Business Laptop,West,5412.18,391.31,4
ORD-104752,2022-08-08,Consumer,Health & Beauty,Massage Gun,North,880.21,137.14,8
ORD-105185,2022-08-08,Corporate,Clothing,Winter Coat,East,912.14,187.73,8
ORD-102703,2022-08-08,Corporate,Sporting Goods,Tennis Racket,West,58.61,14.94,1
ORD-100464,2022-08-08,Consumer,Furniture,Sofa - 3 Seater,East,1281.33,-116.14,5
ORD-113723,2022-08-08,Home Office,Sporting Goods,Tennis Racket,North,3544.49,191.07,7
ORD-101460,2022-08-08,Consumer,Health & Beauty,Hair Dryer,West,198.9,76.68,7
ORD-107866,2022-08-08,Corporate,Health & Beauty,Perfume,North,41.7,6.81,7
ORD-108578,2022-08-09,Corporate,Sporting Goods,Hiking Backpack,West,2162.81,637.6,5
ORD-102312,2022-08-09,Home Office,Clothing,Denim Jacket,South,276.36,64.18,3
ORD-111295,2022-08-09,Corporate,Furniture,Sofa - 3 Seater,North,3046.63,57.35,5
ORD-106965,2022-08-09,Consumer,Sporting Goods,Golf Club Set,West,3444.35,223.62,8
ORD-106096,2022-08-09,Consumer,Health & Beauty,Perfume,East,179.63,36.49,5
ORD-103529,2022-08-09,Consumer,Furniture,Bookcase - 5 Shelf,North,2361.51,-284.66,5
ORD-107544,2022-08-10,Consumer,Technology,Business Laptop,East,2650.35,468.68,7
ORD-114729,2022-08-10,Corporate,Office Supplies,Stapler Heavy Duty,South,233.16,28.22,5
ORD-111617,2022-08-10,Consumer,Furniture,Adjustable Standing Desk,East,1973.42,305.94,2
ORD-101402,2022-08-10,Consumer,Office Supplies,Label Printer,West,1490.26,426.23,6
ORD-114727,2022-08-10,Consumer,Health & Beauty,Massage Gun,North,343.27,42.22,5
ORD-103984,2022-08-10,Consumer,Sporting Goods,Tennis Racket,South,611.56,175.83,3
ORD-113382,2022-08-10,Consumer,Health & Beauty,Massage Gun,South,139.47,14.78,1
ORD-112290,2022-08-10,Consumer,Health & Beauty,Massage Gun,West,1102.69,205.1,8
ORD-109287,2022-08-10,Consumer,Furniture,Filing Cabinet,East,4919.82,576.61,5
ORD-110429,2022-08-11,Consumer,Technology,Mechanical Keyboard,North,582.05,108.7,7
ORD-110737,2022-08-11,Corporate,Health & Beauty,Electric Toothbrush,North,479.28,186.08,2
ORD-112431,2022-08-11,Corporate,Furniture,Sofa - 3 Seater,South,3852.98,-436.61,7
ORD-109175,2022-08-11,Corporate,Sporting Goods,Fitness Tracker,East,2797.9,689.31,8
ORD-100459,2022-08-11,Home Office,Furniture,Sofa - 3 Seater,North,2400.14,116.35,5
ORD-102554,2022-08-11,Consumer,Sporting Goods,Tennis Racket,North,186.49,51.98,1
ORD-114088,2022-08-11,Corporate,Furniture,Executive Office Chair,South,6912.98,-705.57,8
ORD-107694,2022-08-11,Consumer,Clothing,Formal Trousers,East,667.65,186.56,7
ORD-104379,2022-08-11,Consumer,Sporting Goods,Camping Tent,East,2236.31,461.53,7
ORD-102526,2022-08-11,Corporate,Technology,27-inch Monitor,East,529.77,107.53,1
ORD-110051,2022-08-11,Consumer,Clothing,Denim Jacket,West,1574.05,337.98,8
ORD-102930,2022-08-11,Consumer,Office Supplies,Label Printer,North,71.57,8.69,1
ORD-104230,2022-08-11,Consumer,Furniture,Study Desk,South,8911.6,-544.47,8
ORD-107252,2022-08-11,Corporate,Health & Beauty,Perfume,West,1437.06,112.09,8
ORD-107490,2022-08-12,Consumer,Furniture,Bunk Bed Frame,West,2063.76,-190.13,3
ORD-111327,2022-08-12,Corporate,Furniture,Dining Table Set,East,4405.97,819.61,5
ORD-105803,2022-08-12,Consumer,Sporting Goods,Cycling Helmet,West,1887.03,463.48,4
ORD-111904,2022-08-12,Corporate,Clothing,Winter Coat,South,1214.57,241.93,7
ORD-102771,2022-08-12,Consumer,Furniture,Bunk Bed Frame,West,3132.71,30.52,7
ORD-110829,2022-08-12,Corporate,Health & Beauty,Yoga Mat,East,293.47,18.16,2
ORD-109693,2022-08-12,Consumer,Furniture,Ergonomic Mesh Chair,North,1918.07,-29.05,4
ORD-104397,2022-08-12,Consumer,Office Supplies,Envelopes Box,West,1768.81,100.96,8
ORD-110004,2022-08-12,Corporate,Office Supplies,Binder Clips Set,North,816.01,171.86,5
ORD-104721,2022-08-12,Corporate,Health & Beauty,Skincare Set,North,1091.42,276.25,4
ORD-103030,2022-08-12,Consumer,Health & Beauty,Electric Toothbrush,West,886.51,252.49,5
ORD-105306,2022-08-12,Corporate,Technology,Mechanical Keyboard,West,3707.31,810.79,7
ORD-107953,2022-08-12,Consumer,Furniture,Executive Office Chair,East,2938.89,9.41,3
ORD-108495,2022-08-12,Consumer,Furniture,Sofa - 3 Seater,South,2099.4,283.63,3
ORD-113121,2022-08-12,Home Office,Technology,27-inch Monitor,East,1947.82,52.21,2
ORD-101905,2022-08-12,Consumer,Office Supplies,Sticky Notes Pack,South,383.89,23.25,2
ORD-112086,2022-08-12,Corporate,Health & Beauty,Electric Toothbrush,West,103.9,33.51,5
ORD-113218,2022-08-13,Consumer,Office Supplies,Binder Clips Set,North,183.52,57.16,2
ORD-114834,2022-08-13,Consumer,Furniture,Sofa - 3 Seater,North,381.7,-13.42,2
ORD-109067,2022-08-13,Consumer,Technology,Wireless Mouse,South,3574.75,281.35,3
ORD-108783,2022-08-13,Consumer,Health & Beauty,Massage Gun,East,100.05,8.51,1
ORD-108129,2022-08-13,Corporate,Furniture,Executive Office Chair,West,698.73,57.93,5
ORD-110868,2022-08-13,Consumer,Technology,27-inch Monitor,South,5294.96,129.55,4
ORD-112779,2022-08-13,Corporate,Office Supplies,Envelopes Box,East,28.72,9.78,4
ORD-100822,2022-08-13,Consumer,Furniture,Filing Cabinet,South,3477.05,483.42,4
ORD-107390,2022-08-13,Corporate,Sporting Goods,Golf Club Set,South,786.31,89.19,2
ORD-114059,2022-08-13,Home Office,Sporting Goods,Dumbbell Set,South,1882.21,520.8,5
ORD-109745,2022-08-13,Home Office,Health & Beauty,Electric Toothbrush,North,1295.26,359.57,6
ORD-114992,2022-08-13,Consumer,Sporting Goods,Cycling Helmet,East,3194.63,234.4,8
ORD-109666,2022-08-13,Consumer,Clothing,Denim Jacket,North,788.12,272.38,6
ORD-104850,2022-08-14,Corporate,Sporting Goods,Dumbbell Set,East,2020.71,593.47,7
ORD-103722,2022-08-14,Consumer,Health & Beauty,Electric Toothbrush,South,866.91,93.72,5
ORD-105552,2022-08-14,Consumer,Clothing,Running Shoes,East,616.64,110.78,5
ORD-112962,2022-08-14,Consumer,Furniture,Sofa - 3 Seater,West,5324.81,41.84,5
ORD-102221,2022-08-14,Consumer,Furniture,Ergonomic Mesh Chair,North,3667.48,396.36,7
ORD-101493,2022-08-14,Corporate,Office Supplies,Envelopes Box,South,183.29,42.98,3
ORD-114328,2022-08-14,Home Office,Furniture,Sofa - 3 Seater,East,3696.84,160.11,6
ORD-109601,2022-08-14,Consumer,Technology,USB-C Docking Station,South,1014.48,226.28,2
ORD-104214,2022-08-15,Corporate,Health & Beauty,Vitamin Supplements,South,505.59,157.21,2
ORD-107821,2022-08-15,Home Office,Clothing,Wool Sweater,East,931.3,194.21,6
ORD-103233,2022-08-15,Consumer,Furniture,Filing Cabinet,South,3204.95,255.05,3
ORD-109546,2022-08-15,Consumer,Furniture,Bookcase - 5 Shelf,West,2118.71,-62.37,2
ORD-113396,2022-08-15,Consumer,Technology,Bluetooth Speaker,West,1608.86,437.63,5
ORD-110154,2022-08-15,Consumer,Technology,Webcam HD,South,854.77,143.51,6
ORD-101948,2022-08-15,Corporate,Furniture,Ergonomic Mesh Chair,West,3139.59,-311.56,3
ORD-112101,2022-08-15,Home Office,Technology,Wireless Mouse,South,5354.59,261.03,5
ORD-106538,2022-08-15,Consumer,Office Supplies,Shredder,West,159.07,28.63,5
ORD-110415,2022-08-16,Corporate,Sporting Goods,Hiking Backpack,South,2844.79,651.17,7
ORD-108256,2022-08-16,Consumer,Clothing,Rain Jacket,South,144.44,20.96,2
ORD-109695,2022-08-16,Consumer,Clothing,Denim Jacket,South,355.32,137.99,2
ORD-107429,2022-08-16,Corporate,Sporting Goods,Cycling Helmet,South,2610.3,777.02,5
ORD-112072,2022-08-16,Consumer,Technology,Mechanical Keyboard,South,1934.0,239.31,2
ORD-113371,2022-08-16,Corporate,Technology,Laptop Stand,North,8496.64,540.81,7
ORD-104780,2022-08-16,Consumer,Sporting Goods,Golf Club Set,West,32.09,5.7,1
ORD-110034,2022-08-16,Consumer,Health & Beauty,Vitamin Supplements,West,881.21,225.36,4
ORD-110216,2022-08-17,Home Office,Clothing,Cotton T-Shirt,South,105.72,30.58,4
ORD-101122,2022-08-17,Consumer,Office Supplies,Copy Paper Ream,West,218.58,44.91,1
ORD-101131,2022-08-17,Corporate,Health & Beauty,Electric Toothbrush,North,246.94,48.65,7
ORD-107197,2022-08-17,Corporate,Sporting Goods,Tennis Racket,East,16.15,1.19,1
ORD-113571,2022-08-17,Consumer,Clothing,Cotton T-Shirt,North,111.89,29.89,4
ORD-101454,2022-08-17,Consumer,Clothing,Running Shoes,South,634.03,270.78,5
ORD-110207,2022-08-18,Consumer,Clothing,Running Shoes,North,216.09,58.17,2
ORD-101543,2022-08-18,Consumer,Clothing,Baseball Cap,East,695.93,236.42,7
ORD-112919,2022-08-18,Home Office,Health & Beauty,Perfume,East,379.37,87.3,4
ORD-111487,2022-08-18,Consumer,Sporting Goods,Golf Club Set,East,816.54,69.41,2
ORD-110667,2022-08-18,Consumer,Furniture,Executive Office Chair,West,3047.11,-131.7,7
ORD-111689,2022-08-18,Corporate,Technology,Noise Cancelling Headphones,West,7637.1,449.31,8
ORD-110986,2022-08-18,Consumer,Sporting Goods,Tennis Racket,East,1445.3,172.78,3
ORD-103927,2022-08-18,Consumer,Furniture,Sofa - 3 Seater,North,7058.21,-697.54,8
ORD-106069,2022-08-18,Corporate,Sporting Goods,Cycling Helmet,West,327.5,93.49,6
ORD-100590,2022-08-18,Corporate,Health & Beauty,Hair Dryer,South,80.51,10.26,4
ORD-112729,2022-08-18,Corporate,Sporting Goods,Camping Tent,South,2007.67,601.22,7
ORD-102159,2022-08-18,Consumer,Technology,Smartphone,East,4943.98,1122.63,6
ORD-102563,2022-08-18,Consumer,Technology,Noise Cancelling Headphones,North,1822.54,435.41,6
ORD-103944,2022-08-18,Consumer,Furniture,Ergonomic Mesh Chair,West,2064.8,-293.2,8
ORD-105011,2022-08-18,Corporate,Furniture,Bunk Bed Frame,South,5217.83,933.02,6
ORD-112368,2022-08-18,Consumer,Health & Beauty,Vitamin Supplements,East,1202.76,371.62,7
ORD-104154,2022-08-19,Corporate,Office Supplies,Ballpoint Pen Box,North,122.75,40.91,8
ORD-108494,2022-08-19,Consumer,Office Supplies,Shredder,East,253.7,61.01,3
ORD-109143,2022-08-19,Consumer,Sporting Goods,Basketball,North,78.01,8.45,3
ORD-107711,2022-08-19,Consumer,Office Supplies,Whiteboard Markers,West,449.73,114.36,5
ORD-102899,2022-08-19,Corporate,Office Supplies,Stapler Heavy Duty,West,710.21,116.89,3
ORD-111040,2022-08-19,Home Office,Clothing,Wool Sweater,South,347.56,37.36,8
ORD-107248,2022-08-20,Home Office,Technology,Webcam HD,South,8449.0,2533.12,8
ORD-114256,2022-08-20,Consumer,Sporting Goods,Cycling Helmet,West,75.38,13.78,2
ORD-112952,2022-08-20,Consumer,Sporting Goods,Golf Club Set,South,584.4,77.21,4
ORD-104594,2022-08-20,Consumer,Clothing,Winter Coat,West,497.83,96.24,3
ORD-111294,2022-08-20,Consumer,Health & Beauty,Yoga Mat,South,1174.9,71.39,8
ORD-113368,2022-08-20,Consumer,Clothing,Running Shoes,South,1082.68,110.92,5
ORD-100660,2022-08-20,Consumer,Office Supplies,Desk Organizer,West,325.34,100.77,4
ORD-104707,2022-08-20,Consumer,Clothing,Denim Jacket,East,150.79,29.43,1
ORD-109912,2022-08-20,Corporate,Technology,Smartphone,South,1988.17,42.09,6
ORD-110229,2022-08-20,Home Office,Furniture,Executive Office Chair,South,686.58,-67.89,1
ORD-111846,2022-08-21,Corporate,Health & Beauty,Electric Toothbrush,South,1344.05,488.86,7
ORD-107112,2022-08-21,Consumer,Sporting Goods,Cycling Helmet,South,2682.26,787.32,6
ORD-113721,2022-08-21,Consumer,Office Supplies,Stapler Heavy Duty,South,428.74,73.9,6
ORD-100818,2022-08-21,Consumer,Clothing,Running Shoes,West,71.15,21.18,2
ORD-106499,2022-08-21,Corporate,Technology,Webcam HD,West,3981.45,84.4,8
ORD-107855,2022-08-21,Consumer,Health & Beauty,Skincare Set,South,47.26,18.59,4
ORD-112419,2022-08-21,Consumer,Sporting Goods,Hiking Backpack,East,145.75,37.5,8
ORD-111362,2022-08-22,Consumer,Clothing,Running Shoes,East,386.95,77.63,5
ORD-101993,2022-08-22,Consumer,Clothing,Rain Jacket,North,830.47,180.53,5
ORD-102980,2022-08-22,Consumer,Health & Beauty,Skincare Set,West,1015.08,388.23,7
ORD-110655,2022-08-22,Consumer,Sporting Goods,Cycling Helmet,South,2284.18,383.31,5
ORD-101338,2022-08-22,Corporate,Health & Beauty,Massage Gun,North,167.51,37.86,4
ORD-104020,2022-08-22,Corporate,Furniture,Dining Table Set,West,2154.63,237.28,4
ORD-110161,2022-08-22,Consumer,Office Supplies,Shredder,South,185.64,34.71,1
ORD-110956,2022-08-22,Consumer,Clothing,Winter Coat,West,606.38,186.42,8
ORD-102516,2022-08-22,Corporate,Health & Beauty,Skincare Set,South,34.15,2.86,3
ORD-103589,2022-08-22,Consumer,Sporting Goods,Tennis Racket,South,1649.49,339.1,5
ORD-100401,2022-08-22,Consumer,Health & Beauty,Massage Gun,East,741.06,91.87,7
ORD-100165,2022-08-23,Home Office,Health & Beauty,Hair Dryer,West,991.46,177.04,8
ORD-103347,2022-08-23,Corporate,Furniture,Study Desk,West,2598.36,223.46,5
ORD-112393,2022-08-23,Consumer,Health & Beauty,Skincare Set,East,208.94,37.82,6
ORD-106318,2022-08-23,Corporate,Technology,Business Laptop,West,2262.0,471.68,2
ORD-106085,2022-08-23,Consumer,Health & Beauty,Electric Toothbrush,South,289.81,40.16,6
ORD-108136,2022-08-23,Consumer,Health & Beauty,Perfume,North,228.13,75.26,3
ORD-112346,2022-08-23,Home Office,Health & Beauty,Vitamin Supplements,South,885.09,75.37,7
ORD-106108,2022-08-23,Consumer,Clothing,Cotton T-Shirt,South,1223.42,344.9,7
ORD-103991,2022-08-23,Consumer,Health & Beauty,Massage Gun,East,235.47,67.56,1
ORD-110727,2022-08-23,Home Office,Sporting Goods,Fitness Tracker,East,517.86,97.86,2
ORD-110498,2022-08-23,Consumer,Health & Beauty,Electric Toothbrush,South,1727.35,467.86,7
ORD-107212,2022-08-23,Corporate,Clothing,Running Shoes,North,835.82,108.19,7
ORD-100929,2022-08-23,Consumer,Clothing,Baseball Cap,North,128.54,27.98,5
ORD-101719,2022-08-23,Corporate,Clothing,Formal Trousers,North,96.68,10.49,2
ORD-108200,2022-08-24,Consumer,Technology,Bluetooth Speaker,East,4522.66,1029.82,4
ORD-102600,2022-08-24,Consumer,Sporting Goods,Camping Tent,South,98.61,18.45,2
ORD-108272,2022-08-24,Consumer,Furniture,Bookcase - 5 Shelf,West,476.72,-9.65,3
ORD-112557,2022-08-24,Consumer,Health & Beauty,Digital Scale,South,339.61,66.95,5
ORD-112756,2022-08-24,Corporate,Office Supplies,Copy Paper Ream,North,600.82,37.05,4
ORD-104352,2022-08-25,Consumer,Clothing,Running Shoes,South,769.75,240.45,6
ORD-102005,2022-08-25,Home Office,Furniture,Study Desk,East,470.81,22.31,1
ORD-105055,2022-08-25,Consumer,Sporting Goods,Basketball,North,719.01,82.82,2
ORD-105027,2022-08-25,Home Office,Furniture,Filing Cabinet,West,597.79,108.7,2
ORD-103439,2022-08-25,Consumer,Health & Beauty,Perfume,West,30.1,6.21,1
ORD-103314,2022-08-25,Consumer,Technology,Webcam HD,South,8495.45,842.9,7
ORD-106801,2022-08-25,Consumer,Furniture,Study Desk,South,2002.16,-250.75,8
ORD-105177,2022-08-26,Home Office,Technology,Smartphone,South,404.2,57.87,1
ORD-103670,2022-08-26,Consumer,Furniture,Dining Table Set,South,3353.03,491.6,8
ORD-114468,2022-08-26,Corporate,Health & Beauty,Skincare Set,West,178.0,28.28,3
ORD-103401,2022-08-26,Consumer,Sporting Goods,Basketball,West,46.85,10.27,1
ORD-103337,2022-08-26,Consumer,Furniture,Executive Office Chair,West,1134.13,155.5,1
ORD-102035,2022-08-26,Consumer,Sporting Goods,Basketball,South,571.51,108.15,1
ORD-106025,2022-08-26,Corporate,Health & Beauty,Electric Toothbrush,West,174.45,15.51,2
ORD-113342,2022-08-26,Home Office,Office Supplies,Sticky Notes Pack,East,494.35,82.06,6
ORD-114378,2022-08-26,Consumer,Clothing,Formal Trousers,North,293.1,66.47,5
ORD-111492,2022-08-26,Corporate,Furniture,Bookcase - 5 Shelf,East,851.96,45.87,1
ORD-101455,2022-08-26,Consumer,Furniture,Bookcase - 5 Shelf,South,2478.04,-305.77,4
ORD-106998,2022-08-26,Consumer,Technology,Smartphone,West,4747.19,1423.04,3
ORD-111870,2022-08-26,Consumer,Office Supplies,Label Printer,West,695.22,159.38,4
ORD-114269,2022-08-26,Corporate,Office Supplies,Envelopes Box,East,1269.7,196.64,6
ORD-107411,2022-08-26,Corporate,Furniture,Sofa - 3 Seater,West,748.12,80.94,1
ORD-102219,2022-08-26,Consumer,Office Supplies,Sticky Notes Pack,North,732.68,250.39,4
ORD-105824,2022-08-27,Corporate,Clothing,Winter Coat,South,337.29,75.52,3
ORD-104996,2022-08-27,Consumer,Health & Beauty,Yoga Mat,West,740.49,191.97,6
ORD-107585,2022-08-27,Consumer,Furniture,Dining Table Set,South,521.37,-41.86,1
ORD-104305,2022-08-27,Consumer,Health & Beauty,Massage Gun,South,513.71,193.68,7
ORD-111343,2022-08-27,Corporate,Sporting Goods,Cycling Helmet,East,347.05,55.24,1
ORD-105249,2022-08-27,Home Office,Clothing,Formal Trousers,North,293.36,57.13,4
ORD-109430,2022-08-27,Consumer,Furniture,Filing Cabinet,South,1973.0,28.02,7
ORD-110059,2022-08-27,Corporate,Furniture,Filing Cabinet,West,3179.06,-122.95,5
ORD-109891,2022-08-27,Corporate,Health & Beauty,Perfume,South,1229.4,432.43,8
ORD-111963,2022-08-27,Home Office,Clothing,Rain Jacket,South,69.21,19.42,4
ORD-101681,2022-08-28,Corporate,Furniture,Ergonomic Mesh Chair,South,2016.21,187.29,4
ORD-108075,2022-08-28,Corporate,Sporting Goods,Cycling Helmet,East,755.77,120.56,5
ORD-101434,2022-08-28,Consumer,Office Supplies,Desk Organizer,East,434.89,123.45,5
ORD-111365,2022-08-28,Consumer,Office Supplies,Envelopes Box,South,40.8,9.41,3
ORD-108791,2022-08-28,Home Office,Technology,27-inch Monitor,South,11513.8,2471.66,8
ORD-109588,2022-08-28,Corporate,Clothing,Formal Trousers,East,439.52,48.86,4
ORD-114449,2022-08-28,Consumer,Clothing,Cotton T-Shirt,West,41.75,16.15,1
ORD-109304,2022-08-28,Consumer,Technology,Laptop Stand,South,1904.08,531.66,2
ORD-101280,2022-08-28,Corporate,Health & Beauty,Massage Gun,East,140.04,35.95,7
ORD-111958,2022-08-29,Consumer,Furniture,Bunk Bed Frame,West,2261.69,-313.04,3
ORD-112261,2022-08-29,Corporate,Office Supplies,Binder Clips Set,North,545.43,45.64,6
ORD-108170,2022-08-29,Home Office,Sporting Goods,Hiking Backpack,West,306.27,52.98,2
ORD-106261,2022-08-29,Corporate,Technology,Smartphone,South,12317.07,2584.95,8
ORD-108528,2022-08-29,Consumer,Sporting Goods,Basketball,West,1595.31,463.07,5
ORD-112085,2022-08-29,Corporate,Health & Beauty,Vitamin Supplements,North,1075.11,235.36,8
ORD-109410,2022-08-29,Consumer,Sporting Goods,Fitness Tracker,East,822.45,116.04,3
ORD-112510,2022-08-29,Consumer,Clothing,Running Shoes,East,366.57,115.57,2
ORD-106878,2022-08-29,Home Office,Clothing,Winter Coat,South,653.58,280.92,4
ORD-107805,2022-08-30,Consumer,Health & Beauty,Hair Dryer,West,338.39,19.66,8
ORD-104995,2022-08-30,Consumer,Office Supplies,Whiteboard Markers,North,588.25,60.96,7
ORD-113754,2022-08-30,Corporate,Sporting Goods,Basketball,South,1515.75,177.98,4
ORD-111523,2022-08-30,Corporate,Sporting Goods,Golf Club Set,North,2404.68,528.67,7
ORD-107397,2022-08-30,Corporate,Furniture,Filing Cabinet,West,4113.23,605.98,7
ORD-107076,2022-08-30,Home Office,Health & Beauty,Electric Toothbrush,South,44.74,4.25,1
ORD-104104,2022-08-30,Consumer,Furniture,Dining Table Set,North,2867.61,544.48,6
ORD-104080,2022-08-30,Home Office,Sporting Goods,Tennis Racket,West,812.09,120.74,6
ORD-102397,2022-08-30,Home Office,Office Supplies,Sticky Notes Pack,East,137.9,32.45,1
ORD-108342,2022-08-30,Corporate,Office Supplies,Shredder,East,103.72,7.52,1
ORD-102742,2022-08-31,Consumer,Clothing,Baseball Cap,West,117.33,20.6,2
ORD-102515,2022-08-31,Corporate,Health & Beauty,Yoga Mat,East,792.43,41.52,8
ORD-107233,2022-08-31,Home Office,Technology,Wireless Mouse,East,2803.91,730.78,4
ORD-109940,2022-08-31,Home Office,Clothing,Denim Jacket,East,766.81,324.2,8
ORD-105136,2022-08-31,Consumer,Technology,27-inch Monitor,South,2472.04,297.92,2
ORD-104737,2022-08-31,Consumer,Technology,Webcam HD,South,3651.26,861.91,4
ORD-101226,2022-08-31,Corporate,Furniture,Bookcase - 5 Shelf,South,4530.1,-365.09,4
ORD-109632,2022-09-01,Consumer,Office Supplies,Desk Organizer,South,779.39,257.39,8
ORD-100047,2022-09-01,Consumer,Sporting Goods,Cycling Helmet,South,1759.84,109.46,7
ORD-112114,2022-09-01,Consumer,Clothing,Baseball Cap,North,362.12,117.6,7
ORD-107668,2022-09-01,Corporate,Office Supplies,Ballpoint Pen Box,East,1317.55,100.46,6
ORD-108354,2022-09-01,Consumer,Clothing,Wool Sweater,North,377.92,106.91,7
ORD-102376,2022-09-01,Consumer,Sporting Goods,Hiking Backpack,North,1383.83,97.22,3
ORD-108597,2022-09-01,Corporate,Clothing,Cotton T-Shirt,West,362.5,88.86,3
ORD-100322,2022-09-02,Consumer,Clothing,Running Shoes,North,824.31,336.25,8
ORD-109170,2022-09-02,Corporate,Clothing,Winter Coat,West,61.81,22.88,1
ORD-100881,2022-09-02,Corporate,Sporting Goods,Fitness Tracker,West,1184.62,186.53,3
ORD-109227,2022-09-02,Corporate,Technology,Laptop Stand,West,1801.92,375.88,2
ORD-114691,2022-09-02,Home Office,Clothing,Running Shoes,North,554.65,158.87,8
ORD-102931,2022-09-02,Consumer,Health & Beauty,Skincare Set,North,922.06,360.31,6
ORD-104718,2022-09-02,Corporate,Technology,27-inch Monitor,North,1282.0,132.65,2
ORD-110988,2022-09-02,Consumer,Technology,Noise Cancelling Headphones,North,3904.83,259.88,5
ORD-101571,2022-09-02,Consumer,Technology,Smartphone,East,7649.85,1697.78,6
ORD-113020,2022-09-02,Consumer,Health & Beauty,Electric Toothbrush,North,629.69,207.53,3
ORD-111203,2022-09-02,Home Office,Furniture,Bunk Bed Frame,North,1140.04,-132.38,1
ORD-100252,2022-09-03,Consumer,Office Supplies,Shredder,West,87.77,23.9,2
ORD-101491,2022-09-03,Corporate,Technology,USB-C Docking Station,East,1581.08,266.77,1
ORD-104241,2022-09-03,Corporate,Office Supplies,Label Printer,West,1252.94,253.6,6
ORD-107777,2022-09-03,Consumer,Sporting Goods,Cycling Helmet,South,849.56,196.14,4
ORD-111520,2022-09-03,Consumer,Health & Beauty,Yoga Mat,South,1480.03,281.39,5
ORD-109133,2022-09-03,Consumer,Health & Beauty,Skincare Set,North,642.1,109.27,7
ORD-108436,2022-09-03,Consumer,Office Supplies,Desk Organizer,South,508.2,93.82,3
ORD-108328,2022-09-04,Consumer,Furniture,Bookcase - 5 Shelf,North,6975.88,-770.11,8
ORD-106044,2022-09-04,Consumer,Clothing,Formal Trousers,West,303.77,62.87,2
ORD-112371,2022-09-04,Corporate,Health & Beauty,Yoga Mat,West,410.59,49.77,4
ORD-112497,2022-09-04,Consumer,Clothing,Cotton T-Shirt,West,774.53,157.3,5
ORD-113973,2022-09-04,Home Office,Clothing,Baseball Cap,East,60.52,23.41,3
ORD-114596,2022-09-04,Consumer,Clothing,Cotton T-Shirt,North,628.59,176.08,5
ORD-108988,2022-09-04,Corporate,Furniture,Executive Office Chair,North,1382.2,-0.27,2
ORD-113749,2022-09-04,Corporate,Office Supplies,Shredder,East,56.26,7.32,3
ORD-103710,2022-09-05,Corporate,Technology,Bluetooth Speaker,North,67.46,7.52,1
ORD-112305,2022-09-05,Home Office,Technology,Wireless Mouse,North,10618.68,2247.37,8
ORD-113210,2022-09-05,Home Office,Furniture,Dining Table Set,West,1146.24,213.65,2
ORD-101626,2022-09-05,Consumer,Clothing,Wool Sweater,North,533.29,145.19,3
ORD-107608,2022-09-05,Corporate,Office Supplies,Whiteboard Markers,West,382.35,32.57,6
ORD-106072,2022-09-05,Consumer,Health & Beauty,Perfume,West,716.04,69.03,6
ORD-105149,2022-09-05,Corporate,Clothing,Baseball Cap,South,31.1,9.45,2
ORD-106447,2022-09-05,Consumer,Health & Beauty,Hair Dryer,North,806.3,87.32,3
ORD-110484,2022-09-05,Consumer,Furniture,Ergonomic Mesh Chair,South,6857.12,-976.79,6
ORD-105178,2022-09-05,Consumer,Furniture,Filing Cabinet,East,5411.06,715.04,7
ORD-108026,2022-09-05,Corporate,Clothing,Running Shoes,West,205.02,82.06,3
ORD-113887,2022-09-05,Consumer,Clothing,Winter Coat,South,868.73,369.57,5
ORD-101803,2022-09-05,Consumer,Office Supplies,Envelopes Box,West,120.28,19.12,2
ORD-113076,2022-09-05,Consumer,Furniture,Conference Table,West,771.43,-56.69,2
ORD-111721,2022-09-05,Consumer,Clothing,Denim Jacket,West,420.14,80.99,7
ORD-107987,2022-09-06,Home Office,Office Supplies,Envelopes Box,North,102.91,13.1,1
ORD-105052,2022-09-06,Consumer,Sporting Goods,Fitness Tracker,North,3519.83,567.83,7
ORD-100316,2022-09-06,Consumer,Health & Beauty,Perfume,East,396.24,92.29,7
ORD-103498,2022-09-06,Consumer,Furniture,Dining Table Set,West,1401.28,-48.15,8
ORD-111138,2022-09-06,Consumer,Clothing,Cotton T-Shirt,West,667.26,135.61,4
ORD-114913,2022-09-06,Corporate,Health & Beauty,Digital Scale,East,133.15,45.29,4
ORD-112949,2022-09-06,Corporate,Furniture,Sofa - 3 Seater,South,815.94,38.31,5
ORD-104673,2022-09-06,Consumer,Sporting Goods,Tennis Racket,North,586.68,97.29,2
ORD-102485,2022-09-06,Consumer,Technology,Webcam HD,North,5219.21,268.41,8
ORD-105041,2022-09-06,Consumer,Furniture,Filing Cabinet,West,938.03,-57.2,2
